0.577246,2.290042,1.588187,-0.159572
-0.905888,-0.177472,-0.944600,-0.172905
1.013725,1.623658,2.125285,-1.226825
-3.138894,1.030816,-0.877278,0.592481
0.850000,1.821061,1.303135,-0.569555
0.889212,0.423007,1.936850,0.460778
-1.866622,0.499210,-0.673620,0.339994
2.178773,0.015952,-1.544283,-0.367940
-0.085071,3.423432,-0.001693,0.771641
0.183034,0.940735,3.702006,1.578700
-1.513507,1.969225,-0.047874,-1.144664
-1.427517,0.150380,0.389648,0.109015
1.024412,-1.842301,-1.283527,1.479451
-0.787530,1.594478,1.565384,0.144040
-1.224101,0.061741,-2.033452,0.622358
0.206943,0.517797,-1.635976,-0.387061
1.025620,0.918690,1.364636,0.245233
1.359453,0.780303,0.607035,-0.565927
-1.930847,2.367257,-0.633013,0.275586
-1.420453,-0.003261,0.268105,0.025540
1.201418,1.491116,0.535385,2.706370
0.811672,0.274219,2.347554,-2.449890
2.254274,-2.177689,-0.425131,0.840919
-1.232825,0.856204,1.159680,1.786182
0.479567,-0.976417,-1.095251,-0.470488
2.344971,-1.942971,-2.888878,-0.436893
-1.008443,0.989091,0.976837,0.393724
-0.543545,0.160796,-1.741222,-0.466474
1.606075,-1.237265,-1.058319,-0.548251
-3.309805,0.192100,-1.915014,1.849917
1.579707,0.091615,-0.600693,0.632709
-1.313685,1.591285,-0.864709,0.044781
-1.452408,-0.453304,-1.708147,-0.604958
-1.898229,0.019949,0.792023,1.540078
-0.510005,2.017531,-0.314037,0.222487
-1.286358,0.302935,0.460518,0.281815
-2.640373,2.551237,-0.109316,-0.809796
1.378509,4.237120,0.648098,1.344170
-0.785556,2.169012,2.326892,-2.113188
0.900547,1.344510,1.167140,-1.242136
0.610396,1.253509,2.776228,0.164388
1.233440,0.928555,-0.053550,1.549612
1.381211,0.514556,1.331936,0.427376
-1.539354,-0.607132,-0.547885,0.378306
0.925500,1.789384,1.010022,-0.012562
-2.022519,2.033342,-1.408919,-0.052078
0.620210,-0.570385,-2.141752,0.732964
-1.717029,3.352326,0.231302,-0.128905
-0.859399,0.974718,0.820154,0.647906
-1.569293,2.139203,-1.053045,-1.524344
1.723049,-1.771110,-1.592896,0.371066
0.944879,1.173985,1.568106,-1.042532
-2.339271,0.549465,-0.778523,-0.129240
-1.102231,1.184437,1.543204,-1.091076
1.075614,0.913569,1.495471,1.064232
0.769349,-0.748847,-1.656637,-0.209154
-0.389388,2.988772,-0.284386,-1.179059
-1.129062,0.544673,-1.429294,0.199614
0.658297,0.423893,1.033054,-0.000731
2.822609,-2.517198,-1.419700,-0.297395
0.523160,1.809933,1.833681,-1.738258
-0.952102,1.002474,0.998847,-0.393068
0.342570,0.591659,-0.140211,0.073941
-0.397048,2.895873,2.762989,1.304745
-0.866277,1.661608,1.853241,-0.875165
0.551462,-1.033608,-1.261892,1.131195
-2.098822,-0.111624,0.917159,-0.358372
0.612941,-0.593649,-1.167235,-0.693883
-1.225036,1.153439,1.425805,-2.565391
0.877174,1.048195,1.549807,-0.167393
-1.105442,0.316721,0.152608,-1.159533
0.268732,-0.895027,-1.719356,-1.234006
0.649867,0.212206,0.088491,-0.696832
1.149372,-1.495369,0.547856,1.056784
0.796376,1.133044,0.883744,-0.006963
1.011400,2.049414,0.098289,0.251805
3.124304,-2.628003,-1.727478,-0.248199
1.100890,-1.654651,-1.535711,-0.275992
0.197285,0.017753,-1.540849,1.559616
1.638736,1.244233,0.058803,1.026522
-2.187045,2.576120,0.050787,-0.758322
2.880087,-2.445667,-0.432543,-0.494582
1.281849,0.294178,-0.375620,-0.253615
-0.026861,0.434931,-1.445662,-1.613033
-1.703863,1.418238,-0.421359,0.563843
-2.193854,-0.285353,0.805325,-1.094783
1.533358,-1.395423,-1.274601,1.621353
0.728060,1.501665,1.213410,1.267186
-0.006328,0.260612,-1.236663,-0.919543
-1.846075,0.428716,1.433570,-0.580448
0.643849,-1.054443,0.577082,-0.397445
-2.061539,0.683824,-1.171804,-0.473758
-1.329603,-0.326030,-0.527451,-0.023414
0.962407,2.417273,2.674103,0.297657
0.428523,0.415287,-1.827300,0.011271
-2.243807,-0.069845,1.148714,1.165400
1.485888,-2.326994,-1.411584,-0.543911
-1.493766,2.636486,-0.539766,0.692519
0.752825,1.640567,1.820730,0.609191
-0.961904,-1.948532,-1.526174,-1.495656
-0.025231,1.764885,-0.960435,-0.349422
-0.066501,1.749910,-0.077087,0.481317
-1.025420,1.056914,1.060278,-0.101360
-2.949365,0.246728,-1.304730,0.721431
0.354704,-0.229611,-0.357608,-1.254614
0.374695,-0.229603,-0.193534,-0.412839
1.141187,0.246369,0.349904,1.567403
2.502073,-2.102864,-2.578591,-0.895787
-0.564093,4.366943,1.744927,0.233297
-1.393590,1.312941,-1.733778,-0.637353
-0.301096,0.600619,0.558321,0.049146
-0.236586,2.758856,-0.585010,0.253665
-0.594979,0.353762,-2.108844,0.188479
-1.375263,1.015843,1.595339,-0.448876
1.443870,-1.710056,0.717935,-0.838799
-1.140742,1.177858,-0.598969,-1.487216
0.379955,0.147794,-0.749083,0.326328
0.505397,0.018843,-1.357694,1.038190
0.940216,1.337354,1.203229,-0.804330
-0.978274,1.261915,1.294351,-0.114661
2.348832,-2.085541,-3.511047,0.453254
2.493979,-1.383829,-1.926892,-1.334119
-0.595360,0.299183,-0.922154,-2.009301
-0.382884,2.959087,2.895988,-0.589611
0.363895,1.827010,3.588272,1.804562
1.584646,-1.497129,0.898339,1.680231
1.238135,0.724367,1.153851,-2.705124
-1.497279,0.441139,0.769893,0.676096
0.520681,0.275372,-0.147870,1.546552
2.299723,-2.550129,-2.372476,0.586075
-1.474513,-0.812062,-2.473808,-0.003027
-0.084388,0.521096,-0.875888,1.873720
1.355991,0.859532,-1.007118,0.179481
0.341964,1.551685,-0.577438,-0.884491
-1.089400,0.861913,0.786528,-0.168951
-0.807098,0.253000,-0.145413,0.188989
0.760579,5.854888,1.320248,-1.260916
-0.826534,2.448562,0.330282,-2.617446
-1.483289,1.958671,-0.377493,2.344011
1.265075,-0.348280,0.259134,-2.256854
-0.464244,0.786028,-0.167418,-1.799243
1.247142,-0.625683,-1.262238,-0.636191
-0.741398,2.079956,2.209463,-1.623018
0.782120,-0.869313,-0.164085,1.477501
-1.193070,0.334744,0.396472,0.565504
2.120924,-1.526796,-1.600218,0.903509
1.521331,0.298938,0.032279,1.917319
2.969777,-2.437444,-2.695122,-0.886542
-0.697206,1.875049,1.767555,-0.459604
-0.718962,3.638844,4.274356,0.123345
0.787038,2.310159,1.607641,-1.228234
-1.620117,-0.457687,-0.146531,0.030846
-0.766630,-0.098339,-0.791396,0.540309
-0.547160,2.816450,2.772978,0.535068
-0.675129,1.526563,1.331548,-0.147014
-0.743934,-0.089372,-2.172650,-2.047988
0.155891,-0.026929,-2.052652,0.840239
-1.447822,0.610069,1.048149,0.450394
2.173004,-1.681547,-1.558675,1.096344
0.890200,-1.143654,-1.698398,1.449548
1.452527,0.806792,-0.521830,0.209149
-1.296136,-1.082419,-1.573250,-0.511365
0.439944,3.058366,0.322280,-2.003639
-1.206427,1.172803,1.512643,-0.421792
0.424613,-1.041602,-2.492211,1.064684
0.778649,0.416288,0.390910,-0.019897
0.483589,1.154177,1.161450,0.246149
-1.583103,-0.022453,0.302022,-1.019351
-0.917436,1.021314,1.023020,-0.512984
0.554725,-0.554656,-3.203245,-1.850086
1.149019,-0.193622,1.586975,-0.321581
1.574811,0.025224,-0.731002,0.089253
-0.664024,1.123682,0.659129,-0.443388
1.796132,-1.903425,-1.853253,-0.951512
-1.676450,0.246719,-0.771930,-0.012782
-1.658801,1.379514,-0.421643,1.723605
1.458901,-3.029673,0.079917,-0.049065
1.247294,0.410834,-0.560822,2.000509
-0.125872,1.046713,-0.903648,3.092741
-1.234341,0.066224,0.184478,0.277930
0.085222,-0.046187,-2.636678,-1.695661
0.666333,0.435434,1.975915,-0.519083
-1.323564,-0.588684,-1.537137,1.218660
-0.723348,0.801504,0.370327,-0.831202
0.896742,0.752885,0.619573,-0.933626
0.069161,0.667097,-0.767339,-0.371115
0.913584,1.839967,1.615234,-0.462243
1.230786,0.556224,0.986399,-0.462828
1.162567,0.273029,0.642635,0.058434
1.581082,-1.524671,0.585973,-0.128732
-1.570911,-1.003778,-2.182278,0.684905
-0.858750,-0.586852,-1.355691,-0.740651
-1.398736,0.578339,-1.452581,-0.291380
-0.289760,3.352371,0.533595,-0.245084
0.874966,0.453360,1.326323,-0.602114
0.909444,2.585163,0.775796,1.490098
1.349090,0.675526,-0.666072,0.274529
-1.288853,1.619200,2.165457,-0.787483
1.182026,0.739294,0.220254,0.314464
-1.576903,0.753552,1.461842,-1.650467
